,message_arrived,message_sent,processing_start_time,processing_end_time,processing_delay,network_delay,overall_delay
26,1557911250.2138019,1557911250.0779338,1557911250.30996,1557911250.746606,0.4366462230682373,0.13586807250976562,0.5725142955780029
27,1557911251.1918044,1557911251.0891488,1557911251.232468,1557911251.565341,0.3328731060028076,0.10265564918518066,0.4355287551879883
28,1557911252.4210465,1557911252.1015675,1557911252.457684,1557911252.8077528,0.3500688076019287,0.31947898864746094,0.6695477962493896
29,1557911253.166747,1557911253.1132047,1557911253.206767,1557911253.560804,0.354036808013916,0.053542375564575195,0.4075791835784912
30,1557911254.225821,1557911254.1253998,1557911254.2651381,1557911254.613378,0.3482398986816406,0.10042119026184082,0.44866108894348145
31,1557911255.2618012,1557911255.1369984,1557911255.298477,1557911255.723809,0.42533206939697266,0.12480282783508301,0.5501348972320557
32,1557911256.2619815,1557911256.151675,1557911256.3015609,1557911256.6865098,0.3849489688873291,0.1103065013885498,0.4952554702758789
33,1557911257.2658892,1557911257.164505,1557911257.305531,1557911257.702191,0.39666008949279785,0.10138416290283203,0.4980442523956299
34,1557911258.2968779,1557911258.1773028,1557911258.333764,1557911258.66671,0.3329458236694336,0.11957502365112305,0.45252084732055664
35,1557911259.298659,1557911259.1887047,1557911259.335578,1557911259.669171,0.33359313011169434,0.1099543571472168,0.44354748725891113
36,1557911260.262032,1557911260.1990824,1557911260.302559,1557911260.713696,0.41113710403442383,0.06294965744018555,0.4740867614746094
37,1557911261.3097105,1557911261.2099936,1557911261.348907,1557911261.769759,0.4208519458770752,0.0997169017791748,0.52056884765625
38,1557911262.279928,1557911262.2233634,1557911262.377372,1557911262.7665439,0.389171838760376,0.0565645694732666,0.4457364082336426
39,1557911263.3398602,1557911263.2366648,1557911263.3792288,1557911263.774472,0.39524316787719727,0.1031954288482666,0.49843859672546387
40,1557911264.356761,1557911264.2489705,1557911264.396389,1557911264.751388,0.3549990653991699,0.10779047012329102,0.46278953552246094
41,1557911265.3693945,1557911265.26221,1557911265.40935,1557911265.742922,0.3335721492767334,0.10718464851379395,0.44075679779052734
42,1557911266.5902753,1557911266.2752068,1557911266.6256769,1557911267.018472,0.3927950859069824,0.31506848335266113,0.7078635692596436
43,1557911267.393226,1557911267.2866626,1557911267.4319198,1557911267.7666302,0.33471035957336426,0.10656332969665527,0.44127368927001953
