"diff","message_arrived","message_sent"
"0.21167373657226562","1557911716.425138","1557911716.2134643"
"0.3450331687927246","1557911717.5642583","1557911717.2192252"
"0.05668330192565918","1557911718.2797098","1557911718.2230265"
"0.11342668533325195","1557911719.3417308","1557911719.2283041"
"0.10293078422546387","1557911720.3358128","1557911720.232882"
"0.08561158180236816","1557911721.32287","1557911721.2372584"
"0.09377121925354004","1557911722.3352556","1557911722.2414844"
"0.09150886535644531","1557911723.3386502","1557911723.2471414"
"0.10526466369628906","1557911724.3559089","1557911724.2506442"
"0.11663436889648438","1557911725.3733292","1557911725.2566948"
"0.05528998374938965","1557911726.317686","1557911726.262396"
